,sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
1198,sector 26,house,luxury dlf city floors,8.25,45833.0,1800.01,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,New Property,,1800.0,,1,0,0,0,0,0,105
1227,sector 48,flat,central park resorts,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively new property,,,3980.0,1,0,0,1,0,1,45
1240,sector 43,house,independent,5.75,23662.0,2430.06,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,4.0,North,Under Construction,,260.0,220.0,1,0,0,0,1,2,153
1271,sector 50,house,unitech espace,7.42,34351.0,2160.05,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),4,4,3,2.0,West,Old Property,,3200.0,,0,0,0,0,0,0,88
1295,sector 56,house,independent,12.39,45889.0,2699.99,Plot area 300(250.84 sq.m.),16,18,3+,4.0,North-East,New Property,,2700.0,,1,0,0,1,0,0,49
1302,sector 41,house,unitech palms south city 1,9.25,28549.0,3240.04,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,North,Moderately New Property,,5000.0,4500.0,1,1,0,1,1,0,65
1306,sector 59,flat,mahindra luminare,5.8,19173.0,3025.0,Carpet area: 3025 (281.03 sq.m.),3,4,3,16.0,North-East,New Property,,,3025.0,1,0,0,0,0,0,49
1308,sector 65,flat,m3m golfestate,6.1,18138.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately New Property,3363.0,,2710.0,1,1,0,0,0,0,174
1315,sector 24,house,independent,11.0,28898.0,3806.49,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,3+,3.0,East,Old Property,,5000.0,,1,1,1,1,0,0,39
1322,sector 26,house,independent,23.0,25556.0,8999.84,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively new property,,9000.0,,1,1,0,1,1,0,145
1323,sector 43,flat,beverley park 1,8.44,16230.0,5200.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4900 sq.ft. (455.22 sq.m.),4,5,3,9.0,North-East,Moderately New Property,5200.0,5000.0,4900.0,1,0,0,0,0,2,117
1333,sector 54,house,emaar the palm springs,24.0,600000.0,400.0,Plot area 400(37.16 sq.m.),5,5,2,1.0,North-East,Old Property,,400.0,,1,1,0,1,0,0,122
1341,sector 26,house,dlf city plots,13.5,29880.0,4518.07,Plot area 502(419.74 sq.m.),5,5,3,2.0,East,Old Property,,4518.0,,1,1,0,1,1,0,110
1349,sector 53,flat,tulip monsella,7.4,33198.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,Na,Under Construction,,,2229.0,0,0,0,0,0,1,35
1360,sohna road road,house,independent,5.5,5093.0,10799.14,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3,3,3+,2.0,West,Moderately New Property,,3500.0,,1,1,1,1,0,1,49
1376,sector 15,house,sector 15 part 2 rwa,10.0,22222.0,4500.05,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Old Property,,4518.0,,0,0,0,0,0,1,49
1379,sector 60,house,adani brahma samsara,18.02,28200.0,6390.07,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,Relatively new property,,6390.0,,1,0,0,0,0,0,146
1383,sector 28,house,dlf city plot phase 4,13.0,1992.0,65261.04,Carpet area: 7250 (6061.92 sq.m.),10,10,3+,1.0,Na,Undefined,,,7250.0,0,0,0,0,0,1,0
1404,sector 25,house,independent,9.0,33333.0,2700.03,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,,2700.0,,1,1,0,1,1,1,56
1430,sector 17,house,independent,9.5,23457.0,4049.96,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8,8,3,3.0,West,Relatively new property,,500.0,450.0,0,1,0,0,0,0,27
1431,sector 109,house,international city by sobha phase 2,7.0,12963.0,5399.98,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Relatively new property,,5400.0,,0,0,0,0,0,0,102
1437,sector 25,house,dlf city plots phase 2,10.5,261194.0,402.0,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,Old Property,,402.0,,1,0,0,1,0,0,91
1438,sector 56,house,independent,11.5,42032.0,2736.01,Plot area 304(254.18 sq.m.),12,13,3+,4.0,West,Relatively new property,,2736.0,,1,1,0,1,0,0,49
1451,sector 56,house,independent,7.25,29336.0,2471.37,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately New Property,,303.0,,0,0,0,0,0,0,24
1458,sector 48,house,vipul tatvam villa,18.5,26428.0,7000.15,Plot area 7000(650.32 sq.m.),4,4,1,1.0,Na,Moderately New Property,,7000.0,,0,0,0,0,0,1,30
1461,sector 46,house,independent,6.5,27461.0,2366.99,Plot area 263(219.9 sq.m.),12,12,3+,4.0,North-West,Relatively new property,,2367.0,,0,1,0,1,0,0,32
1488,sector 25,house,dlf city plots phase 2,6.3,35000.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Old Property,,1800.0,,1,0,0,0,1,1,89
1493,sector 50,house,unitech south city,5.88,27222.0,2160.02,Plot area 240(200.67 sq.m.),9,9,3+,3.0,East,Relatively new property,,2160.0,,1,1,1,1,0,2,128
1501,sector 26,house,independent,18.0,39841.0,4517.96,Plot area 502(419.74 sq.m.),5,4,3+,4.0,North,Moderately New Property,,4518.0,,1,1,0,1,1,0,113
1509,sector 48,house,eldeco mansionz,6.4,23704.0,2699.97,Plot area 365(305.19 sq.m.)Built Up area: 366 sq.yards (306.02 sq.m.),4,4,3,3.0,West,Moderately New Property,,366.0,,1,0,0,0,1,0,151
1526,sector 48,house,vipul tatvam villa,5.5,21219.0,2592.02,Plot area 288(240.8 sq.m.),3,6,2,2.0,North,Moderately New Property,,2592.0,,1,0,1,0,0,0,106
1537,sector 14,house,independent,7.5,16600.0,4518.07,Plot area 502(419.74 sq.m.),3,3,2,1.0,West,Old Property,,4518.0,,1,1,0,1,0,0,27
1538,sector 26,house,dlf city plots,26.0,57206.0,4544.98,Plot area 505(422.24 sq.m.),6,7,3+,2.0,North-East,New Property,,4545.0,,1,1,1,1,0,0,138
1548,sector 50,house,independent,10.55,32562.0,3239.97,Plot area 360(301.01 sq.m.),5,5,3,2.0,Na,Moderately New Property,,3240.0,,1,1,0,0,0,1,42
1554,sector 23,house,independent,5.5,13095.0,4200.08,Plot area 4200(390.19 sq.m.),9,9,3+,3.0,South,Moderately New Property,,4200.0,,1,0,1,0,0,0,0
1563,sector 38,house,independent,8.0,230547.0,347.0,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,Undefined,,347.0,215.0,0,0,0,0,0,1,0
1574,sector 33,house,unitech uniworld resorts,8.5,17820.0,4769.92,Plot area 530(443.15 sq.m.),5,5,3+,3.0,North,New Property,,4770.0,,1,1,0,1,1,0,145
1584,sector 50,house,nirvana cedar crest,7.1,32870.0,2160.02,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately New Property,,239.0,238.0,0,1,0,1,1,0,110
1588,sector 72,house,tata primanti,8.6,12285.0,7000.41,Built Up area: 7000 (650.32 sq.m.),4,5,3+,3.0,Na,Relatively new property,,7000.0,,0,0,0,0,0,0,30
1595,sector 24,flat,dlf city plots phase 3,6.5,18571.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,5,3+,3.0,North-East,New Property,,,3500.0,1,0,0,0,0,2,42
1610,sector 50,flat,the penthouses at the hibiscus,8.0,8888.0,9001.0,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately New Property,,,9000.0,1,0,0,0,0,1,35
1632,sector 106,house,godrej meridien,5.6,14000.0,4000.0,Plot area 4000(371.61 sq.m.),5,4,3+,33.0,North-East,New Property,,4000.0,,1,1,0,1,1,1,151
1635,sector 39,house,independent,15.0,33333.0,4500.05,Plot area 500(418.06 sq.m.),5,5,3+,4.0,Na,Moderately New Property,,4500.0,,1,0,0,0,0,0,27
1637,sector 43,house,independent,9.85,29638.0,3323.44,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,418.0,,1,1,0,1,0,1,21
1638,sector 33,house,unitech uniworld resorts,11.75,23240.0,5055.94,Plot area 502(419.74 sq.m.),5,7,3+,3.0,East,Relatively new property,,502.0,,1,0,0,0,0,1,80
1648,sector 50,house,unitech deerwood chase,15.0,33333.0,4500.05,Plot area 500(418.06 sq.m.),4,4,2,2.0,West,Moderately New Property,,4500.0,,1,0,0,0,0,1,160
1658,sector 112,house,experion windchants,9.5,23457.0,4049.96,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),5,5,3,2.0,Na,Relatively new property,,7450.0,,1,0,0,0,0,1,45
1662,sector 48,house,vipul tatvam villa,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderately New Property,,4000.0,,1,1,1,0,0,1,49
1671,sector 111,house,puri diplomatic greens,9.0,11250.0,8000.0,Built Up area: 8000 (743.22 sq.m.),5,5,3+,3.0,North-East,Relatively new property,,8000.0,,1,0,0,0,0,1,112
1672,sector 24,house,independent,6.5,22855.0,2844.02,Plot area 316(264.22 sq.m.),4,4,2,2.0,Na,Old Property,,2844.0,,0,0,0,1,0,1,35
1684,sector 14,house,sector 14 rwa,5.51,16990.0,3243.08,Plot area 361(301.84 sq.m.),3,3,2,4.0,South-West,Moderately New Property,,3249.0,,0,0,0,0,0,1,14
1696,sector 43,house,independent,5.75,29716.0,1934.98,Plot area 215(179.77 sq.m.),4,4,2,2.0,North,Old Property,,1935.0,,1,0,0,1,1,1,34
1700,sector 50,house,unitech espace,7.45,34491.0,2159.98,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,Na,Old Property,,4500.0,4000.0,1,0,0,0,0,0,59
1703,sector 53,flat,parsvnath exotica,6.44,19000.0,3389.0,Super Built up area 3390(314.94 sq.m.),4,4,3,7.0,West,Moderately New Property,3390.0,,,1,0,0,0,0,0,80
1709,sector 27,house,independent,8.25,45833.0,1800.01,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),12,12,3+,4.0,East,New Property,,205.0,200.0,1,0,0,1,0,0,40
1711,sector 26,house,dlf city plots,12.5,38580.0,3240.02,Plot area 360(301.01 sq.m.),4,5,2,2.0,North-East,Moderately New Property,,3240.0,,1,1,0,0,0,0,121
1712,sector 25,house,nul,15.0,23437.0,6400.14,Built Up area: 6400 (594.58 sq.m.),5,5,3,2.0,West,Moderately New Property,,6400.0,,1,1,0,1,0,0,112
1717,sector 50,house,unitech espace,11.29,34846.0,3239.97,Plot area 360(301.01 sq.m.),5,5,3+,2.0,Na,Moderately New Property,,3240.0,,0,1,0,1,0,1,21
1739,sector 25,house,dlf city plots phase 2,6.5,36111.0,1800.01,Plot area 200(167.23 sq.m.),5,5,3+,3.0,East,Old Property,,1800.0,,1,1,0,1,1,0,134
1747,sector 26,house,dlf city phase 1,5.5,30556.0,1799.97,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Moderately New Property,,1800.0,,0,0,0,1,1,1,49
1750,sector 109,house,international city by sobha phase 2,6.44,26502.0,2430.01,Plot area 270(225.75 sq.m.),4,5,3+,3.0,North-East,New Property,,2430.0,,1,1,0,1,1,1,138
1755,sector 48,house,vipul tatvam villa,22.0,26667.0,8249.9,Plot area 1000(836.13 sq.m.),5,6,3,3.0,Na,Moderately New Property,,1000.0,,1,0,0,0,0,1,54
1756,sector 54,flat,dlf the crest,11.0,35483.0,3100.0,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,Relatively new property,,,3100.0,1,1,0,1,0,1,49
1757,sector 50,house,unitech espace,7.5,34722.0,2160.01,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately New Property,,241.0,240.0,1,0,0,0,0,0,66
1766,sector 25,house,dlf city plots phase 2,10.75,29861.0,3600.01,Plot area 400(334.45 sq.m.),9,9,3+,3.0,South-West,Old Property,,3600.0,,1,0,0,1,1,1,73
1768,sector 55,house,independent,7.49,27741.0,2699.97,Plot area 300(250.84 sq.m.),12,12,3+,4.0,South-East,Relatively new property,,2700.0,,1,1,0,1,0,0,49
1774,sector 62,flat,pioneer araya,9.2,19943.0,4613.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Relatively new property,4613.0,,3203.0,1,0,0,1,0,0,156
1796,sector 13,house,independent,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,Na,Old Property,,900.0,,0,0,0,0,0,1,0
1800,sector 28,house,suncity essel towers,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),4,4,3+,3.0,East,Old Property,,2700.0,,0,1,0,0,0,0,89
1807,sector 63,flat,dlf the arbour,7.52,19000.0,3958.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,1,61
1816,sector 112,flat,experion windchants,5.49,11584.0,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,Relatively new property,4739.0,3655.35,,1,0,0,0,0,0,168
1818,sector 73,house,dlf alameda,17.0,35109.0,4842.06,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively new property,,9000.0,,1,1,0,1,1,2,87
1846,sector 48,house,vipul tatvam villa,7.25,201388.0,360.0,Plot area 360(33.45 sq.m.),4,4,3,2.0,Na,Relatively new property,,360.0,,1,1,0,1,1,0,103
1868,sector 48,house,vipul tatvam villa,8.5,26235.0,3239.95,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately New Property,,3240.0,,1,0,0,1,1,1,88
1885,sector 25,house,independent,7.6,38760.0,1960.78,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively new property,,1935.0,,0,1,0,1,1,0,84
1887,sector 59,flat,conscient elevate,6.75,19882.0,3395.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10.0,Na,New Property,3395.0,,1855.0,1,0,0,0,0,1,31
1915,sector 14,house,independent,6.46,18889.0,3419.98,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,5,2,3.0,East,Moderately New Property,,380.0,300.0,1,1,0,1,0,0,27
1917,sector 112,flat,experion windchants,6.5,10416.0,6240.0,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively new property,,4800.0,,0,0,0,0,0,1,55
1919,sector 47,house,independent,6.09,33665.0,1809.0,Plot area 201(168.06 sq.m.)Built Up area: 180 sq.yards (150.5 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),12,11,3+,4.0,West,Moderately New Property,,180.0,150.0,0,0,0,1,0,2,44
1945,sector 53,flat,tulip monsella,6.02,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,Na,Under Construction,,2892.0,,0,0,0,0,0,1,68
1948,sector 109,house,international city by sobha phase 1,5.75,16428.0,3500.12,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,2,3.0,South-East,Relatively new property,,4800.0,3500.0,1,0,0,0,0,1,146
1951,sector 66,house,emaar mgf marbella,18.0,55556.0,3239.97,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Moderately New Property,,3240.0,,1,1,0,1,0,2,75
1962,sector 26,house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately New Property,,9000.0,,1,1,0,1,1,2,74
1969,sector 55,house,private house,7.05,46906.0,1503.01,Plot area 167(139.63 sq.m.),18,18,3+,4.0,North-East,Relatively new property,,1503.0,,0,0,1,0,0,2,57
1970,sector 28,house,independent,9.0,27778.0,3239.97,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately New Property,,3240.0,,1,1,0,1,1,1,67
1972,sector 22,flat,ambience creacions,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4,5,3+,10.0,South-East,New Property,,,3000.0,1,0,0,1,0,0,49
1976,sector 50,house,nirvana country,10.0,14285.0,7000.35,Built Up area: 7000 (650.32 sq.m.),5,7,2,4.0,East,Moderately New Property,,7000.0,,1,0,0,0,0,2,0
1979,sector 62,flat,pioneer araya,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively new property,,4200.0,,1,0,0,1,0,0,87
1980,sector 48,house,eldeco mansionz,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),4,4,3+,2.0,East,Moderately New Property,,2700.0,,1,0,0,0,0,1,69
1988,sector 54,flat,dlf the crest,11.0,35222.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,Na,Relatively new property,3123.0,,,1,0,0,0,0,2,125
2013,sector 50,house,unitech escape,10.8,60000.0,1800.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,4,3,2.0,North,Relatively new property,,250.0,200.0,1,1,0,1,1,0,103
2028,sector 17b,house,independent,8.5,18814.0,4517.91,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Old Property,,500.0,400.0,1,1,0,1,0,0,21
2031,sector 45,house,independent,17.0,37777.0,4500.09,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively new property,,4500.0,,1,1,0,1,1,2,152
2042,sector 49,house,uppal southend,6.75,32328.0,2087.97,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively new property,,232.0,,1,0,0,0,0,0,26
2046,sector 50,house,independent,7.0,23333.0,3000.04,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,Old Property,,3400.0,3000.0,1,0,0,0,0,1,118
2050,sector 50,house,independent,6.5,21667.0,2999.95,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,Na,Undefined,,3000.0,,0,0,0,0,0,1,0
2068,sector 50,house,independent,11.58,35741.0,3239.98,Plot area 360(301.01 sq.m.),5,5,3,2.0,Na,Moderately New Property,,3240.0,,1,0,0,0,0,1,20
2085,sector 62,flat,pioneer araya,10.75,19500.0,5513.0,Super Built up area 5514(512.27 sq.m.),5,7,3,10.0,North-East,Relatively new property,5514.0,,,1,0,0,0,0,0,153
2089,sector 50,house,unitech aspen greens,7.0,32407.0,2160.03,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,1,0,0,0,0,1,29
2096,sector 46,house,independent,6.81,36911.0,1844.98,Plot area 205(171.41 sq.m.),12,14,3+,,East,New Property,,1845.0,,1,0,1,0,0,0,40
2106,sector 109,house,international city by sobha phase 1,5.7,10556.0,5399.77,Plot area 600(501.68 sq.m.),4,4,3+,4.0,East,Relatively new property,,5400.0,,1,1,0,0,0,1,98
2107,sector 109,house,international city by sobha phase 1,5.7,10556.0,5399.77,Plot area 600(501.68 sq.m.),4,5,3+,3.0,East,Relatively new property,,5400.0,,1,1,0,1,1,1,160
2121,sector 26,house,independent,18.25,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7,9,3+,4.0,East,Relatively new property,,,10000.0,1,1,0,1,1,0,77
2148,sector 26,house,dlf city plots,17.0,37627.0,4518.03,Plot area 502(419.74 sq.m.),5,6,3,2.0,North-West,Old Property,,4518.0,,1,0,0,1,1,0,87
2155,sector 26,house,dlf city plots,13.5,29880.0,4518.07,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately New Property,,4518.0,,1,1,1,0,0,0,104
2156,sector 26,house,independent,14.75,51864.0,2843.98,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,1,1,0,1,1,0,153
2161,sector 43,house,independent,13.5,50000.0,2700.0,Plot area 300(250.84 sq.m.),16,16,3+,4.0,North-West,Relatively new property,,2700.0,,1,1,1,1,0,1,41
2162,sector 46,house,independent,5.65,23870.0,2366.99,Plot area 263(219.9 sq.m.),8,6,3+,3.0,South-West,Moderately New Property,,2367.0,,1,0,0,0,0,0,67
2176,sector 14,house,independent,5.5,16975.0,3240.06,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,4,2,2.0,East,Old Property,,355.0,300.0,0,1,0,0,0,1,27
2179,sector 28,house,independent,12.0,42194.0,2844.01,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively new property,,2844.0,,1,0,0,1,1,0,60
2187,sector 65,flat,m3m golfestate,5.9,17484.0,3375.0,Super Built up area 3363(312.43 sq.m.),3,3,3,18.0,North,Relatively new property,3363.0,,,1,1,0,0,0,1,76
2203,sector 43,house,the laburnum,11.0,27160.0,4050.07,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,1,0,0,1,0,0,160
2207,sector 43,house,sushant lok 1 builder floors,13.0,48148.0,2700.01,Plot area 300(250.84 sq.m.),3,3,3+,4.0,North,New Property,,2700.0,,0,0,0,1,0,0,7
2227,sector 66,house,emaar mgf marbella,12.0,38095.0,3150.02,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New Property,,3150.0,,1,0,0,1,0,1,38
2250,sector 57,house,independent,6.25,2778.0,22498.2,Plot area 3100(2591.99 sq.m.)Built Up area: 2660 sq.yards (2224.1 sq.m.)Carpet area: 2500 sq.yards (2090.32 sq.m.),9,9,3+,3.0,North-East,New Property,,2660.0,2500.0,1,0,0,0,0,0,61
2260,sector 49,house,uppal southend,6.75,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3+,,West,Moderately New Property,,232.0,,1,1,1,1,0,0,49
2266,sector 50,house,independent,10.45,38703.0,2700.05,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately New Property,,4000.0,,1,1,0,1,0,0,142
2293,sector 57,house,independent,8.0,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively new property,,300.0,,1,1,0,1,0,1,21
2314,sector 113,flat,tata gurgaon gateway,6.0,9139.0,6565.0,Carpet area: 6565 (609.91 sq.m.),5,6,3+,24.0,North,Moderately New Property,,,6565.0,0,0,0,0,0,1,117
2320,sector 109,house,international city by sobha phase 1,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,2.0,North-East,Relatively new property,,7000.0,6000.0,1,1,0,0,0,0,154
2328,sector 26,house,independent,5.8,12837.0,4518.19,Plot area 502(419.74 sq.m.),4,4,3+,4.0,Na,Old Property,,4518.0,,0,0,0,0,0,1,38
2350,sector 27,house,independent,8.0,26298.0,3042.06,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,Relatively new property,,3042.0,,1,1,0,1,1,2,110
2358,sector 39,house,independent,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively new property,,7000.0,,0,0,0,1,0,0,38
2370,sector 70a,house,bptp visionnaire,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),5,4,3,3.0,North-East,New Property,,2700.0,,0,1,0,0,0,1,40
2375,sector 28,house,suncity essel towers,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5,6,3+,4.0,Na,Moderately New Property,,5000.0,,0,0,0,0,0,1,0
2396,sector 25,house,dlf city plots phase 2,10.55,39074.0,2700.01,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately New Property,,2700.0,,1,1,0,1,1,1,131
2397,sector 23,house,independent,5.65,17706.0,3191.01,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7,7,3+,2.0,West,Moderately New Property,,5000.0,4000.0,1,0,0,1,0,1,68
2401,sector 48,house,independent,8.4,25926.0,3239.99,Plot area 360(301.01 sq.m.),4,4,3,2.0,Na,Old Property,,3240.0,,1,0,0,1,0,0,15
2413,sector 45,house,independent,16.0,35000.0,4571.43,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively new property,,4500.0,,1,1,0,1,1,0,105
2432,sector 109,house,international city by sobha phase 2,9.5,26389.0,3599.98,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively new property,,3600.0,,1,1,0,1,1,1,133
2434,sector 63,flat,dlf the arbour,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,27.0,Na,Undefined,,3950.0,,0,0,0,0,0,1,61
2447,sector 25,house,independent,6.5,36111.0,1800.01,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately New Property,,1800.0,,1,1,0,1,1,1,61
2455,sector 65,house,emaar emerald hills,12.5,34722.0,3600.02,Plot area 400(334.45 sq.m.),4,4,3+,2.0,East,Relatively new property,,3600.0,,1,1,0,0,0,1,56
2459,sector 57,house,independent,6.21,23000.0,2700.0,Plot area 300(250.84 sq.m.),6,6,3+,4.0,North-East,Old Property,,2700.0,,1,1,0,1,1,1,52
2466,sector 43,house,sushant lok 1 builder floors,10.85,28841.0,3762.01,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately New Property,,3762.0,,1,1,0,1,1,2,160
2477,sector 82,house,vatika india next,7.0,194444.0,360.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively new property,,3900.0,3743.0,1,0,0,0,0,2,105
2480,sector 66,house,emaar mgf marbella,15.1,18605.0,8116.1,Plot area 754,5,5,3+,3.0,East,New Property,,8067.799999999999,,1,1,0,1,1,1,120
2481,sector 14,house,sector 14 rwa,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5,5,0,4.0,Na,Moderately New Property,,2500.0,,0,0,0,0,0,1,0
